rental_price,GLA,n_res_benefits,population,d_school,d_transfer,d_mainstreet,n_business,n_earners,d_supermarket,avg_income,%_single_family_homes,k20_high_income,households_with_children,single_households,household_size,k40_low_income,WOZ,n_owner_occupied,urbanity_score,supermarket_1km,k0_k15,k15_k25,k25_k45,k45_k65,k65+
187.0,1428.0,110.0,365,0.3,6.3,1.9,35.0,300.0,0.1,32.3,63.0,21.1,50,50,2.1,32.8,287.0,77.0,2.0,2.0,35,30,65,130,100
175.0,1149.0,110.0,365,0.3,6.3,1.9,35.0,300.0,0.1,32.3,63.0,21.1,50,50,2.1,32.8,287.0,77.0,2.0,2.0,35,30,65,130,100
165.0,2807.0,10.0,85,2.4,22.3,1.2,535.0,100.0,2.2,,96.0,,10,15,2.5,,382.0,71.0,4.0,0.3,15,25,10,25,10
171.0,2000.0,610.0,1945,0.5,32.4,2.7,110.0,1600.0,0.5,23.2,75.0,13.0,280,410,2.0,44.6,177.0,58.0,2.0,1.7,280,260,510,485,410
157.0,1100.0,500.0,1325,0.7,10.7,0.5,175.0,1100.0,0.6,29.4,82.0,19.3,145,220,2.0,39.0,311.0,79.0,5.0,1.8,145,100,210,395,470
96.0,1201.0,700.0,2495,0.4,15.8,0.9,290.0,2100.0,0.6,27.1,92.0,17.8,345,385,2.2,41.7,247.0,84.0,4.0,0.9,360,250,525,695,670
161.0,2081.0,1690.0,3730,0.4,2.9,1.5,530.0,3200.0,0.6,28.0,26.0,13.1,300,1370,1.6,43.6,184.0,41.0,2.0,2.9,240,330,785,1020,1360
124.0,1125.0,1690.0,3730,0.4,2.9,1.5,530.0,3200.0,0.6,28.0,26.0,13.1,300,1370,1.6,43.6,184.0,41.0,2.0,2.9,240,330,785,1020,1360
167.63732627399074,4533.0,0.0,10,1.4,2.4,0.4,60.0,0.0,0.1,,,,0,0,2.2,,,,2.0,3.0,0,0,0,10,5
145.0,1223.0,270.0,1080,0.4,3.5,1.2,75.0,900.0,0.5,25.7,85.0,14.6,150,195,2.1,37.5,202.0,78.0,3.0,2.0,160,95,275,310,235
137.0,1601.0,310.0,820,0.4,14.5,1.7,125.0,600.0,0.2,24.3,51.0,11.3,75,185,1.8,51.3,219.0,54.0,1.0,6.2,60,70,215,250,225
210.0,225.0,910.0,3450,0.7,1.3,3.8,470.0,2900.0,0.5,30.5,2.0,14.5,130,1830,1.3,36.7,211.0,19.0,1.0,8.6,110,670,1590,560,510
142.0,800.0,2150.0,5955,0.4,4.0,2.2,625.0,5000.0,0.5,29.3,54.0,19.9,790,1375,1.9,40.2,318.0,53.0,2.0,2.3,770,635,1165,1480,1905
203.0,1274.0,540.0,3895,0.8,1.4,3.7,1265.0,3100.0,0.5,36.7,8.0,25.1,165,2170,1.3,36.5,314.0,19.0,1.0,3.4,150,1040,1800,530,365
166.0,1700.0,560.0,3355,0.3,3.6,1.9,455.0,2600.0,0.4,32.2,78.0,27.6,535,745,2.0,36.2,371.0,66.0,1.0,3.3,565,510,1025,845,410
177.0,2600.0,210.0,1890,0.5,4.1,2.8,155.0,1200.0,0.6,31.3,81.0,37.4,350,170,2.6,27.1,415.0,66.0,2.0,0.7,490,140,800,315,145
213.0,1600.0,1460.0,4735,0.4,4.0,3.8,325.0,3900.0,0.6,26.3,61.0,14.5,615,1290,1.9,42.4,271.0,45.0,2.0,1.5,625,550,1305,1145,1105
174.0,2450.0,890.0,3695,0.4,6.0,3.4,620.0,3000.0,0.6,30.1,92.0,23.0,600,475,2.3,35.8,319.0,77.0,2.0,1.0,575,400,905,1060,765
178.0,1131.0,1470.0,5180,0.4,4.7,1.9,385.0,4100.0,0.6,23.1,68.0,12.0,840,1145,2.0,48.1,266.0,35.0,2.0,2.5,855,680,1395,1310,935
135.0,940.0,560.0,1305,0.5,10.6,1.1,230.0,1100.0,0.2,,33.0,12.6,135,335,1.8,45.0,274.0,37.0,2.0,4.9,135,115,275,285,490
149.0,1020.0,770.0,2305,0.9,5.6,3.2,245.0,1900.0,0.5,25.2,75.0,15.4,320,400,2.1,43.4,278.0,59.0,3.0,3.6,300,225,500,665,615
120.0,2000.0,1310.0,6285,0.5,1.0,2.7,2105.0,5700.0,0.3,42.1,14.0,27.7,385,2635,1.5,27.5,390.0,33.0,1.0,4.4,305,925,2580,1445,1035
170.0,2100.0,770.0,2390,0.5,3.8,1.8,355.0,2000.0,0.9,29.1,73.0,22.6,320,420,2.1,36.6,301.0,73.0,2.0,2.8,330,240,510,610,700
112.0,846.0,2410.0,8090,0.6,9.9,1.2,1055.0,6600.0,0.5,30.7,82.0,21.9,1170,1120,2.2,37.8,374.0,69.0,4.0,2.5,1195,815,1580,2360,2145
179.0,1840.0,2010.0,5550,0.6,6.7,2.3,800.0,4500.0,0.5,37.6,67.0,26.1,745,1020,2.1,36.6,399.0,64.0,3.0,3.5,775,480,1030,1415,1855
158.0,1501.0,2010.0,5550,0.6,6.7,2.3,800.0,4500.0,0.5,37.6,67.0,26.1,745,1020,2.1,36.6,399.0,64.0,3.0,3.5,775,480,1030,1415,1855
189.0,1225.0,490.0,2080,0.6,9.1,4.0,225.0,1700.0,0.8,35.3,73.0,34.3,335,185,2.5,35.9,448.0,83.0,4.0,0.9,315,300,295,730,440
156.0,1300.0,710.0,1895,0.3,20.6,2.4,460.0,1600.0,0.3,27.6,7.0,10.6,120,890,1.4,37.8,219.0,35.0,1.0,9.5,100,195,670,410,520
103.0,1605.0,1060.0,2900,0.6,7.9,1.4,400.0,2200.0,0.5,31.2,73.0,20.7,390,390,2.2,39.7,334.0,56.0,4.0,2.4,380,285,565,845,815
157.0,1398.0,1380.0,4600,0.5,8.9,1.6,595.0,3600.0,0.5,30.7,74.0,22.8,690,665,2.3,38.5,373.0,72.0,4.0,2.7,760,495,945,1175,1225
121.0,600.0,770.0,2670,0.3,0.6,2.9,505.0,2400.0,0.4,28.9,11.0,14.0,130,1360,1.4,47.0,231.0,14.0,1.0,8.8,110,585,925,465,595
127.0,1826.0,320.0,1110,0.5,4.3,2.7,135.0,900.0,0.5,33.6,94.0,30.0,160,125,2.3,29.6,407.0,89.0,4.0,1.0,180,100,240,280,310
150.0,1500.0,360.0,1140,0.9,4.2,5.0,90.0,900.0,0.4,19.2,46.0,5.3,185,295,1.9,53.8,186.0,18.0,2.0,2.0,175,160,325,275,205
178.0,2500.0,280.0,330,0.6,7.0,3.8,50.0,300.0,0.1,21.3,0.0,2.8,10,165,1.3,57.8,229.0,0.0,2.0,3.0,5,5,15,30,280
104.0,2264.0,520.0,1655,0.4,8.9,3.0,195.0,1400.0,0.8,30.3,93.0,23.1,250,165,2.3,38.9,403.0,80.0,4.0,1.3,245,180,275,480,480
127.0,1081.0,850.0,2715,0.8,11.1,1.4,250.0,2300.0,0.4,27.7,63.0,14.8,400,595,2.0,45.1,287.0,44.0,3.0,1.5,390,295,695,685,660
173.2808510638298,2115.0,700.0,2920,0.4,5.5,1.0,450.0,2300.0,0.5,26.1,80.0,17.5,495,425,2.2,38.4,309.0,56.0,2.0,1.8,580,270,800,730,540
142.0,1300.0,930.0,3555,0.6,24.8,1.1,290.0,2600.0,0.7,24.9,86.0,17.7,530,540,2.1,41.3,267.0,75.0,4.0,1.5,480,340,845,1050,840
129.0,650.0,1370.0,2885,0.8,6.9,1.5,195.0,2400.0,0.4,24.6,62.0,10.4,335,680,1.8,47.0,187.0,52.0,3.0,1.9,310,235,490,785,1065
199.0,1460.0,400.0,635,0.4,7.3,1.5,100.0,600.0,0.2,23.3,7.0,7.4,30,290,1.4,50.1,174.0,40.0,2.0,2.9,30,35,100,130,340
159.0,1200.0,400.0,1440,1.3,4.8,2.0,90.0,1200.0,0.4,20.6,76.0,6.0,235,320,2.0,47.8,121.0,62.0,2.0,1.9,225,180,390,460,180
104.0,1078.0,2230.0,4625,0.6,8.8,1.2,525.0,3900.0,0.6,27.3,37.0,12.1,455,1340,1.7,44.3,182.0,44.0,2.0,3.2,410,355,800,1235,1835
118.0,1414.0,980.0,2890,0.5,9.8,1.2,165.0,2300.0,0.6,23.1,70.0,9.3,385,590,2.0,46.3,157.0,52.0,2.0,3.2,375,255,650,875,735
139.0,961.0,980.0,2890,0.5,9.8,1.2,165.0,2300.0,0.6,23.1,70.0,9.3,385,590,2.0,46.3,157.0,52.0,2.0,3.2,375,255,650,875,735
119.0,1500.0,2420.0,7520,0.9,17.7,0.4,495.0,5500.0,0.7,24.9,42.0,12.7,785,2355,1.7,49.5,165.0,37.0,3.0,2.5,750,1000,1390,2235,2150
158.0,1329.0,570.0,1690,0.3,1.6,1.2,140.0,1500.0,0.4,27.9,36.0,13.9,190,495,1.8,34.0,231.0,59.0,2.0,1.7,170,150,475,375,520
152.0,1500.0,1010.0,2240,0.8,24.3,1.5,445.0,2000.0,0.3,28.8,25.0,11.1,145,785,1.6,40.2,238.0,40.0,2.0,3.3,120,175,535,485,920
177.60372093023256,2150.0,1280.0,2620,0.8,0.8,2.1,610.0,2200.0,0.3,27.2,10.0,11.4,150,1125,1.4,43.2,241.0,28.0,2.0,5.0,105,210,685,500,1120
146.0,2680.0,50.0,215,0.4,0.5,3.8,55.0,200.0,0.7,26.4,5.0,11.4,25,85,1.6,34.1,171.0,14.0,2.0,4.8,35,20,115,30,10
122.0,1450.0,830.0,1770,0.3,13.9,0.9,265.0,1500.0,0.4,26.9,38.0,11.7,130,550,1.6,44.4,236.0,42.0,3.0,5.0,115,125,415,375,740
127.0,1600.0,450.0,1025,0.6,7.8,2.0,135.0,800.0,0.4,27.4,59.0,12.8,105,165,2.0,39.7,223.0,57.0,4.0,1.0,90,80,195,275,385
193.0,1300.0,470.0,1270,0.8,7.7,0.5,175.0,1100.0,0.5,33.2,63.0,27.0,160,245,2.1,37.3,424.0,75.0,3.0,2.9,145,140,185,355,445
127.0,1466.0,210.0,1355,0.3,8.2,1.2,130.0,1100.0,0.6,36.6,63.0,29.4,235,165,2.3,30.9,420.0,64.0,2.0,2.1,210,175,335,450,185
191.0,2216.0,70.0,390,0.5,9.0,1.2,75.0,300.0,0.4,38.0,80.0,34.4,55,50,2.4,34.4,456.0,76.0,2.0,2.8,60,60,80,115,75
190.0,1590.0,910.0,3520,0.5,13.9,0.7,700.0,2600.0,0.8,40.3,79.0,33.6,525,470,2.3,31.8,539.0,75.0,4.0,1.6,590,430,590,1045,860
196.1179744017808,1797.0,910.0,3520,0.5,13.9,0.7,700.0,2600.0,0.8,40.3,79.0,33.6,525,470,2.3,31.8,539.0,75.0,4.0,1.6,590,430,590,1045,860
169.0,1115.0,910.0,3520,0.5,13.9,0.7,700.0,2600.0,0.8,40.3,79.0,33.6,525,470,2.3,31.8,539.0,75.0,4.0,1.6,590,430,590,1045,860
166.0,1243.0,1500.0,5165,0.4,14.5,1.6,580.0,4000.0,0.5,29.1,58.0,22.2,810,875,2.2,41.1,337.0,50.0,2.0,2.4,965,635,1135,1345,1090
125.0,1320.0,1540.0,5140,0.5,18.4,0.4,710.0,4000.0,0.6,30.4,76.0,22.6,730,710,2.2,38.0,351.0,64.0,4.0,1.0,745,530,1020,1500,1340
176.0,2282.0,100.0,1285,0.4,9.5,0.8,150.0,800.0,0.5,38.5,74.0,51.4,270,45,3.1,16.9,520.0,77.0,3.0,1.0,420,90,490,210,80
155.0,1108.0,390.0,1035,0.4,2.2,1.1,85.0,800.0,0.4,24.0,72.0,13.3,145,160,2.1,44.8,266.0,61.0,2.0,2.0,140,115,195,265,325
160.0,1080.0,490.0,1355,0.3,2.4,0.8,120.0,1100.0,0.4,22.7,65.0,12.3,195,195,2.3,46.1,,42.0,1.0,2.1,205,150,295,295,405
137.0,1534.0,1140.0,3520,0.3,38.1,0.7,660.0,3000.0,0.7,31.5,83.0,17.7,390,910,1.8,39.4,225.0,58.0,3.0,1.1,360,305,800,1090,965
136.0,1007.0,1010.0,3435,0.6,14.8,1.5,360.0,2800.0,0.8,30.2,90.0,20.8,505,435,2.2,38.1,289.0,74.0,5.0,1.3,495,340,610,1065,925
106.0,2233.0,1010.0,3435,0.6,14.8,1.5,360.0,2800.0,0.8,30.2,90.0,20.8,505,435,2.2,38.1,289.0,74.0,5.0,1.3,495,340,610,1065,925
194.0,2636.0,1250.0,3025,0.8,15.7,0.6,460.0,2500.0,0.4,30.2,50.0,16.9,330,790,1.8,38.8,259.0,47.0,2.0,2.6,290,265,575,765,1135
143.0,1300.0,1410.0,5510,0.4,18.4,2.8,490.0,4400.0,0.7,27.4,88.0,17.8,855,760,2.3,40.1,255.0,59.0,4.0,0.8,850,625,1270,1620,1145
182.0,2420.0,1610.0,4335,0.6,52.5,1.2,465.0,3700.0,0.6,26.0,81.0,13.6,535,940,1.9,45.9,213.0,62.0,4.0,2.6,540,400,855,1200,1345
169.0,1689.0,1460.0,3565,0.7,13.3,0.4,430.0,2900.0,0.6,28.7,60.0,16.0,425,720,1.9,43.7,243.0,49.0,4.0,1.7,360,295,625,1020,1265
158.0,1894.0,490.0,910,0.4,12.7,1.4,240.0,800.0,0.2,25.8,14.0,10.4,45,310,1.6,44.3,250.0,42.0,2.0,6.0,45,65,215,155,420
157.0,1735.0,490.0,910,0.4,12.7,1.4,240.0,800.0,0.2,25.8,14.0,10.4,45,310,1.6,44.3,250.0,42.0,2.0,6.0,45,65,215,155,420
150.0,1760.0,350.0,845,0.5,20.1,0.9,160.0,700.0,0.3,25.3,45.0,11.4,95,190,1.9,47.6,239.0,38.0,3.0,3.0,95,80,200,210,260
188.0,1933.0,1730.0,4630,0.4,12.9,0.8,805.0,3900.0,0.4,26.6,40.0,14.8,575,1145,1.9,43.8,319.0,51.0,2.0,3.8,610,410,1115,1005,1495
173.0,2417.0,1140.0,4545,0.5,15.8,0.7,480.0,3700.0,0.7,31.5,77.0,25.5,725,565,2.3,35.8,373.0,68.0,4.0,0.9,725,520,905,1350,1040
104.0,1342.0,1460.0,4380,0.5,16.0,0.7,465.0,3600.0,0.4,26.3,81.0,13.5,615,660,2.2,43.4,287.0,63.0,4.0,2.6,545,465,805,1275,1290
126.0,2049.0,1550.0,4315,0.6,5.1,1.7,820.0,3600.0,0.5,25.1,48.0,12.2,545,1235,1.8,47.5,168.0,41.0,2.0,2.3,500,475,1080,1230,1035
85.0,945.0,1630.0,5530,0.9,20.9,2.5,495.0,4300.0,0.8,22.9,91.0,10.4,835,705,2.4,47.3,247.0,65.0,4.0,1.5,970,600,1220,1420,1315
168.0,2433.0,400.0,1570,0.4,5.4,2.6,220.0,1300.0,0.4,25.5,67.0,16.9,230,260,2.2,40.7,249.0,61.0,3.0,2.0,235,190,380,450,315
138.0,1346.0,2510.0,6985,0.6,16.2,1.6,835.0,5700.0,0.6,26.0,73.0,12.9,900,1095,2.1,45.0,257.0,58.0,3.0,2.6,845,715,1470,1890,2075
150.0,1777.0,660.0,1925,0.6,41.7,0.8,125.0,1600.0,0.5,23.4,78.0,13.9,275,360,2.1,47.9,218.0,37.0,3.0,2.1,275,235,370,485,560
188.0,1600.0,450.0,3130,0.5,10.6,0.9,255.0,2400.0,0.5,33.5,78.0,33.2,615,300,2.6,35.4,366.0,74.0,2.0,0.9,530,565,555,1105,365
216.0,2000.0,660.0,1725,0.4,17.6,1.7,125.0,1200.0,0.7,22.5,14.0,10.9,245,385,1.9,47.8,163.0,21.0,1.0,2.4,255,230,490,390,355
186.0,2388.0,480.0,1455,0.4,6.5,1.7,325.0,1200.0,0.3,35.3,27.0,27.8,165,475,1.7,32.5,394.0,46.0,1.0,4.4,160,150,410,370,355
141.0,1698.0,600.0,1420,0.6,10.2,1.2,240.0,1200.0,0.4,25.9,49.0,13.6,145,345,1.8,46.5,265.0,51.0,3.0,4.9,130,120,305,395,465
115.0,800.0,450.0,2160,0.7,11.3,0.8,140.0,1800.0,0.6,27.3,88.0,18.2,380,205,2.5,38.2,312.0,72.0,4.0,1.4,350,290,495,720,310
102.0,1240.0,980.0,1655,0.6,15.1,1.8,235.0,1400.0,0.2,25.1,32.0,9.4,105,550,1.6,52.8,307.0,41.0,3.0,3.6,85,90,240,310,930
198.0,1400.0,340.0,455,0.8,15.9,1.3,110.0,300.0,0.3,24.2,7.0,5.6,20,165,1.5,55.9,197.0,43.0,2.0,3.6,15,20,35,80,295
148.0,911.0,600.0,2565,0.6,15.2,1.3,205.0,2000.0,0.8,26.8,86.0,18.4,450,325,2.4,36.3,286.0,59.0,3.0,0.6,515,250,730,600,460
165.0,1322.0,310.0,595,0.4,26.8,1.0,30.0,500.0,0.5,,42.0,10.9,65,160,1.8,48.9,205.0,28.0,2.0,1.0,45,45,75,145,290
192.0,1665.0,280.0,1235,0.6,27.4,0.5,270.0,1000.0,0.2,,39.0,17.4,155,365,1.8,34.0,227.0,49.0,2.0,2.4,140,140,420,355,190
165.0,1330.0,280.0,1235,0.6,27.4,0.5,270.0,1000.0,0.2,,39.0,17.4,155,365,1.8,34.0,227.0,49.0,2.0,2.4,140,140,420,355,190
152.0,450.0,280.0,1235,0.6,27.4,0.5,270.0,1000.0,0.2,,39.0,17.4,155,365,1.8,34.0,227.0,49.0,2.0,2.4,140,140,420,355,190
168.0,1431.0,2230.0,8110,0.7,9.5,0.8,705.0,6400.0,0.8,28.2,70.0,20.1,1200,1155,2.2,39.1,273.0,64.0,3.0,1.8,1260,845,1915,2105,1990
143.0,1440.0,30.0,1305,1.0,27.8,3.9,80.0,100.0,0.5,23.1,58.0,17.6,135,400,1.7,46.3,174.0,42.0,4.0,0.0,95,110,180,320,590
112.0,820.0,0.0,2100,,,,135.0,,0.6,,93.0,,335,340,2.2,,176.0,56.0,5.0,,360,255,450,580,465
137.0,1140.0,1680.0,3935,0.7,16.3,0.6,450.0,3100.0,0.5,22.5,67.0,8.7,480,810,1.9,48.8,208.0,50.0,3.0,2.6,500,310,810,890,1420
142.0,1000.0,410.0,1370,0.6,26.0,1.5,55.0,1000.0,0.6,,91.0,8.6,255,165,2.4,49.4,151.0,46.0,4.0,1.4,265,170,305,375,255
185.0,1536.0,0.0,3390,,,,205.0,,0.4,,73.0,,585,665,2.1,,207.0,52.0,1.0,,560,405,1120,950,350
177.0,2900.0,0.0,1020,,,,210.0,,0.6,,7.0,,55,345,1.5,,246.0,27.0,2.0,,35,65,180,160,580
127.0,1400.0,0.0,4410,,,,395.0,,0.6,,66.0,,820,435,2.6,,334.0,66.0,3.0,,1095,425,1395,1025,465
120.0,833.0,780.0,3000,0.9,16.3,0.8,210.0,2400.0,0.4,25.9,95.0,15.2,485,400,2.2,38.9,239.0,71.0,4.0,1.0,510,315,740,820,620
170.0,2045.0,1280.0,7095,0.7,16.2,1.6,550.0,5600.0,0.8,29.6,77.0,22.4,1215,860,2.4,33.2,299.0,72.0,3.0,0.8,1295,795,1965,2185,860
123.0,1674.0,0.0,1875,,,,270.0,,0.5,,43.0,,150,560,1.7,,238.0,47.0,3.0,,150,170,435,445,685
163.0,1874.0,1220.0,3950,0.3,25.3,1.3,330.0,3200.0,0.5,24.7,85.0,12.9,625,630,2.2,45.1,273.0,53.0,3.0,2.8,565,485,940,1095,865
